href,titles,prices
https://24h.pchome.com.tw/prod/DYAQ9M-A900HTAYU,SONY 索尼 MDR-M1 封閉式監聽耳機 (公司貨 保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900I1SR5,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQA1-A900HTD3Y,SONY 索尼 MDR-M1 封閉式監聽耳機 (公司貨 保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DSBC59-A900FLDPH,SONY 索尼 MDR-7506 專業級錄音監聽耳機 公司貨,"$3,490"
https://24h.pchome.com.tw/prod/DYAQA1-A900G76R0,SONY 索尼 MDR-7506 錄音監聽耳機 公司貨,"$3,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5ZUG,SONY 索尼 WF-LS900N LinkBuds S 真無線耳機【淡褐色】《公司貨註冊保固1年6個月》,"$4,490"
https://24h.pchome.com.tw/prod/DYAQHK-A900HO4F6,SONY 索尼 WF-1000XM5降噪入耳式耳機+ LAPO三代八合一行動電源WT-08(原廠公司貨),"$8,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900GITHD,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 (黑/銀) (公司貨 保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900AJ4FX,SONY 索尼 WF-H800 真無線耳機,"$3,590"
https://24h.pchome.com.tw/prod/DSBC01-A900G1CRG,SONY 索尼 WI-OE610 Float Run 頸帶離耳式耳機 公司貨,"$3,550"
https://24h.pchome.com.tw/prod/DYAQF4-A900G9N76,SONY 索尼 WF-C700N 真無線降噪藍芽耳機,"$3,490"
https://24h.pchome.com.tw/prod/DYAQBC-A900GIT7A,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),"$7,990"
https://24h.pchome.com.tw/prod/DMAFI3-A900FRNQH,SONY 索尼 WF-LS900N 真無線 主動降噪藍芽耳機 地球藍,"$4,290"
https://24h.pchome.com.tw/prod/DYAQF4-A900I1P77,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DSBC01-A900GZ72H,SONY 索尼 WF-LS900N LinkBuds S主動式降噪真無線藍牙耳機,"$4,290"
https://24h.pchome.com.tw/prod/DYAQF4-A900I0PQ7,SONY 索尼 WF-L910 LinkBuds Open 真無線藍牙耳機,"$6,490"
https://24h.pchome.com.tw/prod/DYAQKC-A900HRH19,SONY 索尼 [福利品]ULT WEAR WH-ULT900N 無線重低音降噪耳機 【公司貨保固12個月】,"$5,190"
https://24h.pchome.com.tw/prod/DSBC59-A900I45FD,SONY 索尼 封閉式監聽耳機 MDR-M1,"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900F6R8J,SONY 索尼 LinkBuds S 無線藍牙耳機WF-LS900N,"$4,380"
https://24h.pchome.com.tw/prod/DYAQFN-A900I1YE2,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQBC-A900I37DP,SONY 索尼 LinkBuds Fit 真無線藍牙耳機 WF-LS910N 3色 公司貨,"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HFBBE,SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機,"$5,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7GZP,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N 【黑色】(公司貨 保固12個月),"$6,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HEGSR,SONY 索尼 WH-H900N h.ear on 2 無線降噪耳機 (公司貨),"$7,200"
https://24h.pchome.com.tw/prod/DYAQKC-A900HPXI3,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N 【白色】(公司貨 保固12個月)[福利品],"$6,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900I7GY6,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQHK-A900HO4EI,SONY 索尼 WF-1000XM5真無線降噪入耳式耳機+ Papago二代多功能行動電源(原廠公司貨),"$8,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900G7IGB,SONY 索尼 WF-LS900N 開放式真無線藍牙耳機 LinkBuds S 公司貨,"$4,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900EQ3M6,SONY 索尼 [ 公司貨 保固 12+6] WF L900 LinkBuds 真無線開放式耳機,"$3,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900GJ0KW,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 (公司貨保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DMAFI3-A900GOXM4,SONY 索尼 WF-C700N 降噪真無線耳機,"$3,290"
https://24h.pchome.com.tw/prod/DSBC59-A900F5OYK,SONY 索尼 WH-1000XM5 無線藍牙 降噪耳罩式耳機 公司貨,"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9N-A900I7GVX,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,"$3,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5ZUF,SONY 索尼 WF-LS900N LinkBuds S 真無線耳機【白色】《公司貨註冊保固1年6個月》,"$4,490"
https://24h.pchome.com.tw/prod/DSBC59-A900HFND9,SONY 索尼 WH-ULT900N 無線降噪耳機 公司貨,"$5,990"
https://24h.pchome.com.tw/prod/DYAQA1-A900I3K6N,SONY 索尼 MDR-M1 封閉式監聽耳機 (公司貨保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900H9UO2,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,"$10,900"
https://24h.pchome.com.tw/prod/DYAQKC-A900I7KC4,SONY 索尼 [福利品]LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),"$5,690"
https://24h.pchome.com.tw/prod/DSBC59-A900GALCI,SONY 索尼 WF-C700N 真無線藍牙降噪耳機 公司貨,"$3,490"
https://24h.pchome.com.tw/prod/DSBC59-A900G47XF,SONY 索尼 【南紡購物中心】 WH-CH720N 無線藍牙降噪耳機 公司貨,"$4,190"
https://24h.pchome.com.tw/prod/QAAP5K-A900A85DE,SONY 索尼 MUC-M12BL2 耳機用更換導線 適用於Z5A3A2N3APN1AP,"$3,590"
https://24h.pchome.com.tw/prod/DSBC01-A900FGV5F,SONY 索尼 【南紡購物中心】 WF-LS900N 真無線 主動降噪藍芽耳機,"$5,590"
https://24h.pchome.com.tw/prod/DSBC01-A900FMD86,SONY 索尼 【南紡購物中心】   錄音監聽耳機 頭戴式耳機  MDR-7506,"$3,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900I1DE4,SONY 索尼 LinkBuds Open 開放式真無線耳機WF-L910,"$6,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900GCE22,SONY 索尼 WF-C700N 無線降噪藍牙耳機,"$3,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900G7Y5H,SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,"$4,490"
https://24h.pchome.com.tw/prod/DYAQFN-A900GQO4T,SONY 索尼 INZONE Buds 真無線降噪遊戲耳塞式耳機 WF-G700N (公司貨 保固12個月),"$5,890"
https://24h.pchome.com.tw/prod/DYAQFN-A900I0ITN,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910,"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7H00,SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固12個月),"$4,190"
https://24h.pchome.com.tw/prod/DSBC59-A900HW739,SONY 索尼 MDR-M1 封閉式監聽耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ5I-A900GC6PH,SONY 索尼 Kimber Kable 合作 MUC-M12SB2 耳機用更換導線 適用於IER-Z1RIER-M9IER-M7Just Ear 系列XBA-N3XBA-N1,"$6,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900I4DUX,SONY 索尼 WF-LS910N LinkBuds Fit真無線藍牙耳機(公司貨),"$6,490"
https://24h.pchome.com.tw/prod/DSBC01-A900H2HAW,SONY 索尼 WH-G500 無線電競耳機 INZONE H5 耳罩式電競耳機,"$4,490"
https://24h.pchome.com.tw/prod/DSBC40-A900GSQPR,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 (台灣公司貨保固12+6),"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900I3B9A,SONY 索尼 WF-LS900N 真無線 主動降噪藍牙耳機,"$6,490"
https://24h.pchome.com.tw/prod/DYAQA1-A900HVPDY,SONY 索尼 MDR-M1 封閉式監聽耳機 公司貨,"$7,990"
https://24h.pchome.com.tw/prod/DSBC01-A900GFBKY,SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機 原廠公司貨,"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900I3C6O,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DSBC40-A900GEVTU,SONY 索尼 【南紡購物中心】 WH-1000XM5 無線藍牙降噪耳罩式耳機 (公司貨保固12+6),"$11,900"
https://24h.pchome.com.tw/prod/DSBC01-A900I3F96,SONY 索尼 真無線降噪耳機 WF-LS910 送保護套+專用耳勾,"$6,490"
https://24h.pchome.com.tw/prod/DSBC59-A900GF67O,SONY 索尼 【南紡購物中心】 MDR-MV1 開放式專業監聽耳機 公司貨,"$11,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900GZS4T,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 公司貨 保固 12+6 個月,"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900I0PDV,SONY 索尼 WF-L910 LinkBuds Open 真無線藍牙耳機,"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQKZ3,SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固 12 個月) 白色,"$4,190"
https://24h.pchome.com.tw/prod/DYAQF4-A900I3E01,SONY 索尼 LinkBuds Fit 真無線降噪耳機WF-LS910N,"$6,490"
https://24h.pchome.com.tw/prod/DSBC59-A900I5C5X,SONY 索尼 WF-LS910N LinkBuds Fit 真無線藍芽耳機,"$6,490"
https://24h.pchome.com.tw/prod/DSBC01-A900G9JWZ,SONY 索尼 WF-C700N 真無線藍芽耳機,"$3,490"
https://24h.pchome.com.tw/prod/DSBC59-A900I4C2F,SONY 索尼 WF-L910 LinkBuds Open 真無線藍芽耳機,"$6,490"
https://24h.pchome.com.tw/prod/DSBC59-A900IE0MB,SONY 索尼 WF-1000XM5 旗艦真無線降噪耳機 公司貨,"$7,990"
https://24h.pchome.com.tw/prod/DSBC44-A900HXHA3,SONY 索尼 離耳式運動耳機 WI-OE610,"$3,690"
https://24h.pchome.com.tw/prod/DSBC01-A900IDEXY,SONY 索尼 MDR-M1 封閉式監聽耳機 公司貨,"$7,990"
https://24h.pchome.com.tw/prod/DSBC01-A900I6JJY,SONY 索尼 WF-L910 藍牙耳機 LinkBuds Open,"$6,480"
https://24h.pchome.com.tw/prod/DSBC01-A900FCDV4,SONY 索尼 【南紡購物中心】 WF-L900 真無線藍牙耳機,"$5,190"
https://24h.pchome.com.tw/prod/DYAQA1-A900GF184,SONY 索尼 MDR-MV1 開放式錄音室監聽耳機 公司貨,"$11,990"
https://24h.pchome.com.tw/prod/DSBC59-A900F5OY3,SONY 索尼 【南紡購物中心】 WF-LS900N 真無線 藍牙降噪耳機,"$4,490"
https://24h.pchome.com.tw/prod/DCAY7T-A9009ESAH,SONY 索尼 加贈木質耳機架+帆布袋 MDR-Z7M2 高解析度HD驅動單元 立體聲耳機,"$17,890"
https://24h.pchome.com.tw/prod/DSBC01-A900GIY26,SONY 索尼 (1+1入)旗艦真無線藍牙降噪耳機 WF-1000XM5 原廠公司貨,"$15,980"
https://24h.pchome.com.tw/prod/DYAQ9L-A900I7G7I,SONY 索尼 IER-M7 搭載四顆平衡電樞單體 入耳式監聽耳機,"$17,890"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7G8M,SONY 索尼 MDR-Z7M2 高解析 耳罩式耳機,"$17,890"
https://24h.pchome.com.tw/prod/QAAP5N-A900A0YJ0,SONY 索尼 再贈木質耳機架+帆布袋 MDR-Z7M2 高解析度HD驅動單元 立體聲耳罩式耳機,"$17,890"
https://24h.pchome.com.tw/prod/DYAQ5O-A9009EOXT,SONY 索尼 IER-M9 搭載五顆平衡電樞單體 入耳式監聽耳機,"$32,190"
https://24h.pchome.com.tw/prod/QAAP5N-A900A0Y4A,SONY 索尼 IER-M9 入耳式監聽耳機,"$32,190"
https://24h.pchome.com.tw/prod/QAAP9R-A900A12J7,SONY 索尼 送皮質收納袋+帆布袋+記憶耳塞 IER-Z1R 旗艦入耳式立體聲耳機,"$50,190"
https://24h.pchome.com.tw/prod/QAAP5E-A900A7KG7,SONY 索尼 送木質耳機架+帆布袋 MDR-Z1R 旗艦級立體聲可拆卸耳機,"$50,190"
https://24h.pchome.com.tw/prod/DCAY7S-A900FOCHI,SONY 索尼 IER-Z1R Signature Series 旗艦入耳式耳機,"$50,190"
https://24h.pchome.com.tw/prod/DCAY7T-A90096QRM,SONY 索尼 MDR-7506 錄音監聽耳機 頭戴式耳機,"$3,490"
https://24h.pchome.com.tw/prod/DYAQ9L-A900HQEMZ,SONY 索尼 XBA-40 四重平衡電樞 音效優美豐富 金色,"$8,631"
https://24h.pchome.com.tw/prod/DYAQF4-A900F4V8F,SONY 索尼 WF-LS900N LinkBuds S,"$4,490"
https://24h.pchome.com.tw/prod/QAAP7X-A900AE3B5,SONY 索尼 XBA-40 四重平衡電樞 音效優美豐富 金色,"$8,631"
https://24h.pchome.com.tw/prod/DMAF03-A900EZUXB,SONY 索尼 SRS-NB10 無線穿戴式揚聲器,"$3,790"
https://24h.pchome.com.tw/prod/DSBE1T-A900H2WJG,SONY索尼 PlayStation PS5 PULSE Explore 無線耳塞式耳機,"$6,480"
https://24h.pchome.com.tw/prod/DYAQFN-A900I7GE3,SONY 索尼 WF-LS900N LinkBuds S,"$4,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900G84C9,SONY 索尼 WH-CH720N 主動降噪無線藍牙耳罩式耳機,"$4,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900G6N9O,SONY 索尼 WF-LS900N LinkBuds S 真無線藍牙耳機 黑,"$3,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQO7N,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N 【黑色】(公司貨 保固12個月),"$6,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900FA6LK,SONY 索尼 INZONE H9 WH-G900N 無線降噪 電競耳機 白色,"$6,990"
https://24h.pchome.com.tw/prod/DCAY7T-A900AWDDU,SONY 索尼 耳罩式耳機 WH-1000XM4 無線藍牙/有線兩用 HD降噪 音質升級 降噪優化【保固一年】,"$7,890"
https://24h.pchome.com.tw/prod/DYAQ9N-A900G26UA,SONY 索尼 [ 公司貨 保固 12 個月]WI OE610 Float Run 頸帶離耳式耳機,"$3,591"
https://24h.pchome.com.tw/prod/DYAQ5I-A900GJEQM,SONY 索尼 Kimber Kable 合作 MUC-M12SB2 耳機用更換導線 適用於IER-Z1RIER-M9IER-M7Just Ear 系列XBA-N3XBA-N1,"$6,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5PG6,SONY 索尼 LinkBuds S主動式降噪真無線藍牙耳機WF-LS900N (台灣公司貨保固12+6),"$4,490"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HJIND,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (公司貨),"$11,900"
https://24h.pchome.com.tw/prod/DCAY7T-A900F5INH,SONY 索尼 MDR-Z7M2 高解析 耳罩式耳機,"$17,890"
https://24h.pchome.com.tw/prod/QAAP5N-A900A0Y4U,SONY 索尼 IER-M7入耳式耳機,"$17,890"
https://24h.pchome.com.tw/prod/DCAY7S-A9009ESED,SONY 索尼 IER-M9 入耳式監聽耳機 可拆換導線,"$32,190"
https://24h.pchome.com.tw/prod/DCAYVN-A900BEI35,SONY 索尼 IER-M9 入耳式監聽耳機,"$32,190"
https://24h.pchome.com.tw/prod/DSBE1T-A900FX7NK,SONY 索尼 PS5 PULSE 3D 無線耳機組(深灰迷彩),"$3,080"
https://24h.pchome.com.tw/prod/DGBJNS-A900I8GPN,SONY 索尼 【PS5 周邊】PULSE Explore 無線耳塞式耳機,"$6,480"
https://24h.pchome.com.tw/prod/DYAQKC-A900I7KFM,SONY 索尼 【福利品】MUC-M12SB2 4.4mm 平衡標準插頭 平衡耳機線,"$5,690"
https://24h.pchome.com.tw/prod/DYAQ5I-A900GO7C9,SONY 索尼 MUC-M12SM2 耳機用更換導線 適用於Z5A3A2N3APN1AP,"$3,590"
https://24h.pchome.com.tw/prod/DGBJGB-A900HA7GN,PlayStation SONY PS5原廠 PULSE Explore 真無線藍芽 耳塞式耳機 白色 CFI-ZWE1G (含適配器) AI雜訊抑制,"$6,480"
https://24h.pchome.com.tw/prod/DMAF03-A900DVY7C,SONY 索尼 SRS-NB10 無線穿戴式揚聲器,"$3,790"
https://24h.pchome.com.tw/prod/DMAANG-A900HTIH9,SONY 索尼 BRAVIA Theatre U 無線頸掛式劇院揚聲器 HT-AN7,"$8,990"
https://24h.pchome.com.tw/prod/DSBC59-A900HUNQ7,SONY 索尼 HT-AN7無線頸掛式揚聲器 藍芽喇叭,"$8,990"
https://24h.pchome.com.tw/prod/DSBC01-A900IDN5S,SONY 索尼 可攜式無線藍牙喇叭 SRS-LS1,"$5,990"
https://24h.pchome.com.tw/prod/DSBC01-A900HQT1J,SONY 索尼 SRS-ULT10 無線藍牙喇叭 可攜式防水,"$3,990"
https://24h.pchome.com.tw/prod/DGAF14-A900HGQRO,SONY 索尼 [福利品]NW-A306 Walkman數位音樂播放器,"$8,290"
https://24h.pchome.com.tw/prod/DGBJGB-A900IGNB3,PlayStation SONY PS5原廠 PULSE Elite 無線耳機組 午夜黑 CFI-ZWH2G01(含充電掛鉤/適配器) AI雜訊抑制,"$4,680"
https://24h.pchome.com.tw/prod/DGBJGB-A900IGNAI,PlayStation SONY PS5原廠 PULSE Explore 真無線藍芽 耳塞式耳機 午夜黑 CFI-ZWE1G01(含適配器) AI雜訊抑制,"$6,480"
https://24h.pchome.com.tw/prod/DSBE1T-A900G5GPJ,SONY 索尼 PS5 PULSE 3D 無線耳機組 深灰迷彩款,"$3,080"
https://24h.pchome.com.tw/prod/DSBC01-A900I9IS7,SONY 索尼 HT-AX7 隨身劇院組合 原廠公司貨,"$14,500"
https://24h.pchome.com.tw/prod/DSBC01-A900GG88O,SONY 索尼 【南紡購物中心】 3.1(.2) 聲道 SOUNDBAR 單件式家庭劇院組 HT-S2000,"$14,900"
https://24h.pchome.com.tw/prod/DYAQH3-A900GAEXV,SONY 索尼 [ 公司貨 保固 12+6 個月] C-80 心型指向電容式麥克風,"$14,990"
https://24h.pchome.com.tw/prod/DYAQH3-A900GAEXM,SONY 索尼 [ 公司貨 保固 12+6 個月] C-80 心型指向電容式麥克風,"$14,990"
https://24h.pchome.com.tw/prod/DYAQKC-A900I3B4A,SONY 索尼 [福利品] NW-A306 Walkman數位音樂播放器,"$8,290"
https://24h.pchome.com.tw/prod/DSBC01-A900G9NFY,SONY 索尼 NW-WM1AM2 Walkman頂級高解析數位隨身聽,"$34,990"
https://24h.pchome.com.tw/prod/DSBC01-A900HMJ02,SONY 索尼 NW-WM1ZM2 頂級高解析數位隨身聽 Walkman 金磚,"$92,990"
https://24h.pchome.com.tw/prod/DSBC01-A900FTOC3,SONY 索尼 NW-WM1ZM2 頂級高解析數位隨身聽 Walkman 金磚,"$92,990"
